CustomerID,Name,Gender,Age,Annual Income ($),Profession,Cases,Sessions,Category,Satisfaction,Date,Resolution Time,Resolved
348,,Female,56,184426,Artist,4,0,Willmaking,5,2017-03-04,7,Yes
349,,Female,56,151085,Marketing,3,4,Adoption,3,2017-03-09,44,Yes
350,,Female,51,166107,Artist,1,5,Divorce,5,2017-03-13,48,Yes
351,,Female,31,67850,Artist,2,4,Adoption,5,2017-03-14,51,Yes
352,,Male,55,173394,Engineer,3,5,Divorce,4,2017-03-18,51,Yes
355,,Male,36,122722,Executive,0,0,Childcare,3,2019-01-16,40,Yes
1349,,Female,35,56000,Doctor,0,2,Childcare,3,2014-10-27,40,Yes
1882,,Male,26,182748,Engineer,2,1,Childcare,5,2021-11-16,14,Yes
356,,Male,48,172923,Engineer,0,1,Custody,5,2017-04-02,52,Yes
357,,Female,44,115811,Homemaker,3,5,Adoption,5,2017-04-10,40,Yes
358,,Male,59,184324,Marketing,1,4,Divorce,5,2017-04-10,18,Yes
359,,Female,51,67353,Lawyer,4,0,Custody,5,2017-04-10,22,Yes
1529,,Female,52,167060,Artist,0,6,Childcare,3,2018-09-17,26,Yes
876,,Female,42,122556,Artist,0,5,Childcare,5,2022-02-20,53,Yes
362,,Male,26,63364,Entertainment,2,2,Divorce,4,2017-04-18,31,Yes
363,,Female,37,182352,Engineer,0,2,Willmaking,4,2017-04-20,19,Yes
364,,Female,60,148544,Entertainment,4,2,Divorce,5,2017-04-23,34,Yes
365,,Male,27,62833,Artist,0,3,Custody,3,2017-04-26,19,Yes
366,,Male,39,120627,Healthcare,0,5,Adoption,3,2017-04-30,48,Yes
367,,Female,51,130898,Artist,1,0,Divorce,4,2017-05-02,34,Yes
368,,Female,40,103130,Executive,3,3,Divorce,4,2017-05-03,38,Yes
369,,Male,65,106681,Healthcare,3,6,Willmaking,5,2017-05-07,10,Yes
370,,Female,50,87353,Entertainment,2,1,Custody,4,2017-05-17,31,Yes
371,,Female,28,98168,Entertainment,2,5,Divorce,4,2017-05-19,20,Yes
456,,Male,35,158335,Healthcare,1,4,Childcare,3,2018-01-17,16,Yes
373,,Female,25,178265,Lawyer,0,1,Custody,4,2017-05-25,27,Yes
374,,Female,47,167232,Doctor,4,4,Divorce,4,2017-05-28,17,Yes
375,,Male,45,140478,Doctor,1,6,Custody,3,2017-06-01,40,Yes
376,,Male,47,159296,Artist,2,3,Divorce,5,2017-06-02,7,Yes
377,,Female,44,144043,Doctor,4,1,Adoption,5,2017-06-04,15,Yes
378,,Male,26,72594,Artist,3,2,Custody,3,2017-06-08,8,Yes
379,,Female,41,180288,Artist,3,1,Divorce,5,2017-06-11,53,Yes
380,,Female,38,165734,Entertainment,1,4,Willmaking,4,2017-06-12,11,Yes
381,,Male,36,175407,Artist,3,3,Adoption,5,2017-06-13,38,Yes
382,,Male,51,70201,Engineer,0,4,Adoption,5,2017-06-14,27,Yes
577,,Male,37,33000,Artist,3,6,Childcare,5,2015-11-17,51,Yes
384,,Female,25,184522,Artist,3,3,Custody,4,2017-06-21,52,Yes
385,,Female,60,143560,Artist,2,1,Divorce,4,2017-06-24,45,Yes
298,,Female,40,132046,Homemaker,2,4,Childcare,3,2016-10-29,25,Yes
1754,,Male,43,70749,Artist,0,2,Childcare,3,2017-12-14,39,Yes
388,,Female,62,67447,Artist,2,5,Willmaking,4,2017-06-30,10,Yes
389,,Female,45,117454,Healthcare,4,4,Adoption,4,2017-07-02,23,Yes
390,,Female,40,86203,Doctor,4,1,Willmaking,3,2017-07-03,17,Yes
391,,Female,40,136231,Artist,3,6,Willmaking,5,2017-07-04,14,Yes
392,,Male,46,89144,Doctor,1,5,Adoption,3,2017-07-05,19,Yes
393,,Male,29,119116,Artist,2,6,Divorce,4,2017-07-07,46,Yes
394,,Female,61,163463,Artist,3,0,Willmaking,5,2017-07-09,13,Yes
395,,Female,38,151696,Artist,3,1,Willmaking,5,2017-07-25,8,Yes
396,,Male,53,184736,Lawyer,2,1,Willmaking,4,2017-07-26,17,Yes
397,,Female,24,70419,Homemaker,4,5,Adoption,5,2017-08-02,10,Yes
398,,Female,41,119104,Entertainment,3,3,Willmaking,5,2017-08-03,19,Yes
399,,Male,47,130950,Executive,4,0,Divorce,4,2017-08-08,51,Yes
400,,Male,44,140950,Artist,1,4,Adoption,5,2017-08-10,40,Yes
513,,Male,28,129260,Doctor,2,1,Childcare,5,2023-01-05,22,Yes
402,,Female,45,91389,Healthcare,0,0,Divorce,4,2017-08-16,32,Yes
403,,Male,43,186359,Doctor,1,4,Adoption,5,2017-08-17,32,Yes
404,,Male,62,178989,Doctor,1,3,Divorce,5,2017-08-18,7,Yes
405,,Male,33,166335,Engineer,1,0,Divorce,4,2017-08-19,10,Yes
406,,Female,40,119889,Artist,2,4,Custody,4,2017-08-20,24,Yes
407,,Female,48,66852,Executive,4,2,Custody,4,2017-08-21,14,Yes
408,,Male,61,103896,Executive,2,4,Willmaking,4,2017-08-24,7,Yes
409,,Male,52,187761,Healthcare,2,0,Custody,3,2017-08-24,16,Yes
410,,Male,26,102717,Healthcare,4,6,Adoption,4,2017-08-27,21,Yes
411,,Male,34,102647,Entertainment,1,6,Adoption,5,2017-08-30,46,Yes
412,,Female,49,113585,Lawyer,0,4,Custody,5,2017-08-31,6,Yes
413,,Female,40,86509,Artist,1,5,Custody,5,2017-09-02,46,Yes
414,,Male,52,59099,Marketing,2,1,Adoption,3,2017-09-03,30,Yes
415,,Female,25,135088,Lawyer,1,6,Custody,5,2017-09-05,21,Yes
268,,Male,38,53927,Doctor,3,6,Childcare,5,2016-10-27,26,Yes
1123,,Female,22,73642,Marketing,2,4,Childcare,4,2022-01-09,41,Yes
418,,Female,32,124614,Artist,0,0,Custody,5,2017-09-14,54,Yes
419,,Female,45,172758,Entertainment,4,1,Divorce,5,2017-09-18,13,Yes
420,,Female,37,166492,Homemaker,2,3,Divorce,5,2017-09-18,54,Yes
421,,Male,42,122430,Healthcare,1,6,Divorce,4,2017-09-22,45,Yes
422,,Female,75,183540,Entertainment,4,5,Willmaking,3,2017-09-30,14,Yes
423,,Female,37,96484,Artist,3,1,Divorce,5,2017-10-05,49,Yes
686,,Female,49,92734,Lawyer,2,6,Childcare,4,2021-03-25,46,Yes
425,,Female,29,155672,Entertainment,0,0,Divorce,4,2017-10-06,47,Yes
426,,Female,52,72847,Artist,2,2,Adoption,5,2017-10-08,18,Yes
427,,Male,39,71897,Entertainment,0,2,Divorce,5,2017-10-09,53,Yes
428,,Male,68,158479,Doctor,1,6,Willmaking,3,2017-10-17,14,Yes
429,,Male,44,89251,Entertainment,2,4,Willmaking,5,2017-10-22,12,Yes
430,,Male,54,179911,Engineer,3,0,Custody,3,2017-10-25,14,Yes
431,,Male,45,111558,Healthcare,4,0,Divorce,4,2017-10-27,9,Yes
432,,Female,57,50076,Artist,1,2,Willmaking,4,2017-11-05,19,Yes
433,,Male,29,127615,Executive,3,1,Divorce,4,2017-11-05,37,Yes
434,,Female,65,77779,Artist,0,5,Divorce,4,2017-11-09,14,Yes
435,,Male,60,169999,Engineer,1,0,Willmaking,4,2017-11-10,20,Yes
436,,Female,39,106581,Doctor,3,2,Willmaking,3,2017-11-11,11,Yes
49,,Female,21,135800,Healthcare,3,1,Childcare,3,2018-03-08,29,Yes
438,,Male,34,136259,,3,1,Divorce,4,2017-11-19,8,Yes
439,,Male,32,153399,Entertainment,2,6,Custody,5,2017-11-20,18,Yes
440,,Female,46,162858,Artist,1,6,Custody,4,2017-11-24,7,Yes
441,,Female,53,57373,,2,5,Willmaking,5,2017-11-30,20,Yes
510,,Female,51,111587,Artist,2,5,Childcare,4,2018-04-13,22,Yes
443,,Female,63,68761,Lawyer,1,6,Willmaking,4,2017-12-08,18,Yes
444,,Female,47,66322,Artist,1,6,Adoption,5,2017-12-08,22,Yes
1010,,Female,25,64398,Lawyer,0,4,Childcare,4,2018-10-11,50,Yes
1460,,Male,42,65641,Entertainment,0,4,Childcare,4,2019-05-22,49,Yes
995,,Female,65,150682,Artist,1,4,Childcare,4,2021-01-17,15,Yes
613,,Female,58,98000,Artist,4,4,Childcare,5,2015-10-13,37,Yes
449,,Female,42,108027,Artist,4,1,Willmaking,3,2018-01-03,20,Yes
450,,Male,39,176349,Healthcare,0,6,Custody,5,2018-01-05,25,Yes
451,,Male,58,88452,Healthcare,1,3,Adoption,3,2018-01-06,25,Yes
1747,,Female,23,157316,Artist,2,3,Childcare,4,2022-08-09,53,Yes
453,,Female,53,55712,Artist,0,2,Custody,5,2018-01-08,37,Yes
454,,Male,57,128266,Engineer,3,2,Divorce,4,2018-01-09,15,Yes
455,,Female,38,156777,Healthcare,1,3,Divorce,5,2018-01-10,6,Yes
1846,,Male,29,189498,Artist,2,6,Childcare,5,2018-11-21,32,Yes
280,,Female,28,154623,Artist,1,5,Childcare,5,2022-06-07,14,Yes
458,,Male,51,74253,Lawyer,2,1,Divorce,5,2018-01-19,17,Yes
459,,Female,41,129743,Artist,0,6,Willmaking,4,2018-01-21,7,Yes
460,,Male,31,119625,Healthcare,3,0,Divorce,5,2018-01-21,11,Yes
1346,,Female,35,62151,Artist,3,3,Childcare,3,2022-04-04,39,Yes
462,,Female,49,101007,Lawyer,4,2,Custody,3,2018-01-22,22,Yes
463,,Male,55,87529,Artist,0,1,Divorce,4,2018-01-23,28,Yes
464,,Female,50,181332,Artist,4,0,Willmaking,3,2018-01-24,18,Yes
465,,Male,55,151648,Healthcare,0,5,Divorce,4,2018-01-24,49,Yes
466,,Male,53,61637,,0,4,Divorce,5,2018-01-29,25,Yes
467,,Male,58,187297,Artist,1,4,Willmaking,3,2018-01-30,14,Yes
468,,Female,52,125623,Executive,1,3,Divorce,5,2018-01-31,7,Yes
469,,Female,40,104054,Artist,1,2,Divorce,5,2018-01-31,15,Yes
470,,Male,42,164659,Entertainment,3,1,Custody,3,2018-01-31,10,Yes
471,,Male,30,83535,Artist,0,5,Custody,4,2018-02-02,30,Yes
472,,Female,27,166245,Executive,2,1,Custody,5,2018-02-02,51,Yes
473,,Female,34,153885,Artist,0,4,Divorce,4,2018-02-03,51,Yes
474,,Female,28,100890,Entertainment,4,6,Adoption,4,2018-02-05,24,Yes
475,,Female,59,55972,Entertainment,0,1,Divorce,5,2018-02-06,15,Yes
476,,Male,39,53500,Marketing,4,0,Custody,4,2018-02-09,43,Yes
319,,Female,57,72303,Lawyer,3,0,Childcare,3,2017-03-21,42,Yes
478,,Female,47,106669,Lawyer,1,2,Willmaking,4,2018-02-13,10,Yes
479,,Female,30,145777,Executive,1,5,Custody,5,2018-02-16,9,Yes
1080,,Female,29,50000,Lawyer,2,1,Childcare,5,2014-07-29,40,Yes
481,,Female,48,150174,Artist,0,6,Divorce,4,2018-02-20,30,Yes
482,,Female,24,55472,Healthcare,1,6,Custody,4,2018-02-22,47,Yes
483,,Male,54,99423,Healthcare,1,3,Custody,4,2018-02-24,50,Yes
484,,Female,32,69443,Doctor,3,2,Divorce,4,2018-02-25,37,Yes
485,,Female,29,146221,Marketing,2,4,Divorce,4,2018-02-25,25,Yes
486,,Female,32,84238,Artist,3,4,Custody,3,2018-02-25,25,Yes
487,,Male,48,57032,Entertainment,2,1,Divorce,5,2018-02-26,27,Yes
488,,Male,24,88811,Engineer,0,3,Custody,3,2018-03-05,14,Yes
489,,Female,42,124072,Lawyer,1,1,Adoption,3,2018-03-05,19,Yes
90,,Female,31,181108,Homemaker,0,5,Childcare,3,2020-12-14,45,Yes
218,,Female,60,116782,Artist,3,5,Childcare,4,2022-09-15,40,Yes
492,,Male,73,120597,Artist,1,4,Willmaking,4,2018-03-10,11,Yes
493,,Male,41,101846,Doctor,4,4,Custody,5,2018-03-10,47,Yes
494,,Male,31,114061,Artist,0,0,Divorce,4,2018-03-12,54,Yes
495,,Female,38,168990,Doctor,4,3,Divorce,4,2018-03-14,36,Yes
496,,Female,50,83043,Executive,4,6,Custody,5,2018-03-14,21,Yes
497,,Male,51,147449,Artist,2,2,Custody,4,2018-03-14,39,Yes
498,,Male,41,73867,Healthcare,2,3,Willmaking,5,2018-03-15,7,Yes
1975,,Female,33,123234,Lawyer,0,1,Childcare,5,2018-01-15,18,Yes
500,,Female,25,165772,Healthcare,3,0,Custody,3,2018-03-20,10,Yes
477,,Female,41,100271,Artist,1,1,Childcare,3,2018-12-01,33,Yes
502,,Female,51,178217,Marketing,2,4,Custody,5,2018-03-21,31,Yes
446,,Male,47,112587,Artist,2,5,Childcare,3,2017-10-06,42,Yes
504,,Female,51,156330,Engineer,3,4,Willmaking,4,2018-03-23,6,Yes
505,,Male,53,99872,Entertainment,3,6,Divorce,4,2018-03-24,25,Yes
506,,Female,31,142566,Artist,3,6,Divorce,4,2018-03-28,39,Yes
507,,Female,52,111424,Entertainment,4,6,Adoption,4,2018-03-29,14,Yes
508,,Male,24,187841,Artist,3,0,Adoption,4,2018-03-29,29,Yes
509,,Female,37,115299,Artist,4,1,Divorce,4,2018-03-30,28,Yes
699,,Female,39,178627,Healthcare,2,0,Childcare,3,2019-10-22,6,Yes
511,,Male,70,172378,Entertainment,2,5,Willmaking,3,2018-04-02,12,Yes
512,,Male,64,94129,Healthcare,0,2,Willmaking,4,2018-04-02,8,Yes
1816,,Male,54,173009,Healthcare,4,4,Childcare,3,2021-01-11,53,Yes
514,,Female,37,163585,Artist,4,4,Divorce,5,2018-04-06,49,Yes
515,,Female,44,64057,Doctor,2,1,Willmaking,4,2018-04-06,8,Yes
516,,Male,36,93186,Entertainment,0,6,Willmaking,4,2018-04-08,11,Yes
517,,Male,40,186002,Doctor,2,0,Divorce,5,2018-04-08,45,Yes
518,,Male,63,149764,Entertainment,1,5,Divorce,4,2018-04-09,14,Yes
519,,Male,42,116822,Doctor,0,3,Divorce,4,2018-04-09,19,Yes
520,,Female,71,109346,Entertainment,4,2,Willmaking,5,2018-04-10,18,Yes
182,,Female,28,57596,Artist,2,5,Childcare,5,2022-03-27,32,Yes
1963,,Female,61,51416,,3,1,Childcare,4,2022-03-17,27,Yes
523,,Male,42,182410,Healthcare,3,2,Willmaking,3,2018-04-15,7,Yes
296,,Male,35,94199,Artist,2,2,Childcare,5,2022-03-23,13,Yes
1964,,Female,30,97000,Homemaker,3,1,Childcare,4,2014-08-23,36,Yes
526,,Female,28,166644,Artist,4,5,Custody,3,2018-04-17,22,Yes
527,,Female,57,181270,Artist,1,2,Adoption,4,2018-04-18,51,Yes
528,,Male,64,93762,Artist,2,4,Divorce,4,2018-04-18,17,Yes
1831,,Female,42,175534,Artist,0,4,Childcare,4,2019-03-02,41,Yes
530,,Female,67,112146,Homemaker,3,6,Willmaking,3,2018-04-20,20,Yes
1153,,Female,27,171921,Artist,3,0,Childcare,4,2018-03-30,51,Yes
532,,Male,42,104953,Doctor,4,5,Divorce,5,2018-04-21,45,Yes
533,,Female,56,139009,Artist,3,1,Willmaking,3,2018-04-22,15,Yes
534,,Female,33,67916,Healthcare,0,6,Custody,5,2018-04-25,17,Yes
535,,Female,34,99983,Executive,2,1,Divorce,4,2018-04-26,21,Yes
1317,,Male,43,134629,Engineer,1,0,Childcare,5,2019-07-05,37,Yes
537,,Male,50,131122,Artist,4,0,Divorce,4,2018-04-27,37,Yes
538,,Male,55,122712,Marketing,4,3,Divorce,5,2018-04-27,52,Yes
539,,Male,42,130813,Artist,2,2,Divorce,4,2018-04-28,11,Yes
540,,Female,42,55792,Artist,4,2,Custody,3,2018-04-30,29,Yes
541,,Male,48,73892,Doctor,2,4,Custody,5,2018-04-30,6,Yes
542,,Female,58,59202,Healthcare,4,5,Willmaking,4,2018-05-05,14,Yes
1331,,Male,31,164520,Artist,1,6,Childcare,4,2021-11-24,30,Yes
1881,,Female,46,183282,Artist,3,6,Childcare,3,2021-06-20,35,Yes
545,,Female,75,152475,Artist,3,0,Willmaking,3,2018-05-09,19,Yes
546,,Male,54,152226,Artist,3,1,Custody,3,2018-05-11,34,Yes
775,,Female,23,92355,Entertainment,0,4,Childcare,4,2020-03-25,23,Yes
548,,Male,62,117679,Entertainment,3,1,Willmaking,5,2018-05-13,6,Yes
549,,Male,30,146473,Artist,3,2,Custody,4,2018-05-14,20,Yes
550,,Male,56,188719,Lawyer,0,1,Adoption,5,2018-05-15,34,Yes
551,,Male,43,66051,Healthcare,0,1,Adoption,4,2018-05-15,24,Yes
552,,Male,44,162332,Entertainment,0,5,Adoption,3,2018-05-17,33,Yes
553,,Female,63,166018,Doctor,0,0,Divorce,4,2018-05-18,46,Yes
554,,Female,53,67398,Entertainment,1,0,Custody,3,2018-05-19,38,Yes
555,,Male,69,187536,Healthcare,4,2,Willmaking,5,2018-05-21,14,Yes
556,,Male,24,73760,Entertainment,0,5,Custody,3,2018-05-21,43,Yes
557,,Male,45,167578,Entertainment,1,0,Custody,3,2018-05-21,24,Yes
558,,Male,46,134008,Entertainment,2,6,Divorce,5,2018-05-24,20,Yes
1658,,Female,50,171825,Entertainment,1,6,Childcare,4,2023-03-06,24,No
560,,Male,72,130267,Engineer,0,0,Willmaking,3,2018-05-29,16,Yes
561,,Female,51,154888,Healthcare,0,4,Custody,5,2018-05-30,17,Yes
967,,Male,65,165999,Healthcare,4,3,Childcare,3,2017-04-14,52,Yes
563,,Female,55,155396,Engineer,1,4,Divorce,4,2018-06-03,6,Yes
564,,Male,44,155622,Healthcare,3,1,Divorce,4,2018-06-03,35,Yes
265,,Female,39,96400,Doctor,2,5,Childcare,3,2019-08-06,52,Yes
566,,Female,33,62330,Healthcare,0,1,Divorce,5,2018-06-08,8,Yes
567,,Male,43,148286,Entertainment,1,6,Adoption,5,2018-06-09,48,Yes
568,,Female,44,112838,Healthcare,2,4,Divorce,4,2018-06-16,53,Yes
569,,Female,58,101031,Artist,2,2,Adoption,4,2018-06-16,42,Yes
499,,Female,23,75884,Executive,2,5,Childcare,3,2021-06-02,53,Yes
571,,Male,21,153230,Healthcare,0,3,Adoption,5,2018-06-18,27,Yes
648,,Female,23,88064,Executive,4,1,Childcare,5,2019-04-03,26,Yes
573,,Male,49,58283,Homemaker,4,5,Custody,3,2018-06-19,52,Yes
574,,Female,61,63261,Engineer,2,5,Willmaking,3,2018-06-21,11,Yes
575,,Male,66,125024,Artist,0,0,Willmaking,4,2018-06-22,20,Yes
1958,,Female,38,157307,Executive,1,1,Childcare,3,2019-04-01,23,Yes
690,Victor Tan,Male,39,35000,Engineer,1,4,Childcare,4,2014-01-04,35,Yes
578,,Female,25,136242,Artist,4,1,Custody,3,2018-06-23,34,Yes
579,,Female,38,130511,Artist,0,4,Divorce,5,2018-06-24,19,Yes
580,,Female,44,162076,,4,5,Custody,4,2018-06-24,25,Yes
581,,Female,62,144502,Lawyer,1,6,Divorce,4,2018-06-25,6,Yes
582,,Male,49,63769,Artist,2,1,Adoption,4,2018-07-01,16,Yes
583,,Female,43,53622,Artist,3,5,Divorce,5,2018-07-02,8,Yes
584,,Female,46,172913,Executive,1,1,Willmaking,5,2018-07-03,14,Yes
585,,Female,53,94316,Artist,1,6,Custody,4,2018-07-06,7,Yes
61,,Female,65,72415,Marketing,3,1,Childcare,5,2021-02-25,35,Yes
461,,Male,46,57033,Artist,3,4,Childcare,5,2019-01-17,48,Yes
588,,Female,35,176554,Healthcare,4,0,Custody,5,2018-07-09,29,Yes
1232,,Male,45,79800,Artist,4,4,Childcare,3,2019-01-17,32,Yes
590,,Female,66,135341,Healthcare,4,4,Willmaking,5,2018-07-10,18,Yes
591,,Female,30,135115,Entertainment,1,5,Divorce,4,2018-07-10,53,Yes
592,,Female,30,129019,Healthcare,4,6,Adoption,5,2018-07-11,17,Yes
593,,Male,41,107879,Doctor,2,2,Willmaking,3,2018-07-12,14,Yes
594,,Male,28,79531,Artist,1,1,Adoption,3,2018-07-13,17,Yes
595,,Male,59,63379,Artist,0,1,Adoption,5,2018-07-18,37,Yes
888,,Male,47,134213,Homemaker,3,6,Childcare,4,2023-01-18,7,Yes
597,,Female,65,93351,Doctor,4,5,Willmaking,4,2018-07-19,19,Yes
598,,Female,44,156258,Entertainment,3,5,Adoption,3,2018-07-22,17,Yes
599,,Male,33,67874,Entertainment,4,1,Custody,4,2018-07-22,9,Yes
600,,Female,46,159964,Engineer,0,0,Custody,5,2018-07-24,14,Yes
601,,Female,56,103706,Entertainment,4,1,Divorce,5,2018-07-25,45,Yes
602,,Male,55,84547,Homemaker,3,1,Custody,3,2018-07-25,37,Yes
345,,Female,31,99421,Artist,2,0,Childcare,5,2019-06-12,12,Yes
604,,Female,37,90414,Artist,3,6,Adoption,5,2018-07-30,19,Yes
605,,Male,42,121725,,0,5,Divorce,5,2018-08-01,51,Yes
606,,Female,28,171100,Executive,1,0,Custody,4,2018-08-01,44,Yes
607,,Male,31,65723,Artist,3,2,Divorce,4,2018-08-05,27,Yes
1066,,Female,28,179150,Artist,0,3,Childcare,5,2018-12-17,27,Yes
1634,,Female,34,57000,Artist,2,0,Childcare,3,2014-07-23,27,Yes
610,,Female,43,96794,Healthcare,3,2,Divorce,5,2018-08-08,41,Yes
611,,Female,47,91226,Healthcare,3,1,Custody,3,2018-08-09,36,Yes
612,,Female,32,143928,Engineer,4,0,Divorce,5,2018-08-10,41,Yes
1588,,Male,22,65874,Artist,3,5,Childcare,5,2017-12-22,42,Yes
614,,Male,42,175041,Artist,2,4,Adoption,3,2018-08-15,16,Yes
615,,Male,32,147301,Lawyer,4,5,Custody,3,2018-08-16,30,Yes
214,,Female,41,188557,Healthcare,0,0,Childcare,4,2018-11-02,27,Yes
424,,Female,24,185550,Artist,1,3,Childcare,4,2018-11-25,52,Yes
618,,Male,75,100647,Executive,3,0,Willmaking,4,2018-08-19,7,Yes
1464,,Female,27,64589,Engineer,2,4,Childcare,5,2016-12-09,19,Yes
620,,Male,42,72352,Healthcare,1,0,Divorce,4,2018-08-22,37,Yes
621,,Female,62,105391,Executive,3,1,Divorce,4,2018-08-23,19,Yes
622,,Female,68,53097,Healthcare,2,2,Willmaking,5,2018-08-24,7,Yes
623,,Female,65,175179,Executive,4,3,Willmaking,4,2018-08-24,10,Yes
624,,Female,45,165019,Entertainment,0,5,Willmaking,3,2018-08-28,12,Yes
625,,Female,25,144831,Artist,0,5,Adoption,3,2018-08-28,38,Yes
626,,Female,37,68212,Healthcare,4,4,Willmaking,3,2018-08-29,10,Yes
627,,Male,48,64572,Artist,3,0,Custody,5,2018-09-01,25,Yes
628,,Female,41,92591,Artist,4,0,Divorce,4,2018-09-03,41,Yes
629,,Female,43,183851,Doctor,3,2,Willmaking,5,2018-09-04,18,Yes
630,,Female,28,64824,Executive,4,1,Custody,4,2018-09-06,9,Yes
200,,Male,41,125591,Healthcare,0,1,Childcare,5,2022-09-29,6,Yes
1309,,Female,52,55000,Healthcare,1,4,Childcare,3,2015-12-07,42,Yes
16,,Male,59,50000,Artist,4,3,Childcare,3,2014-07-29,30,Yes
544,,Female,55,9000,Artist,0,2,Childcare,3,2014-05-18,54,Yes
635,,Male,26,88565,Healthcare,4,6,Custody,5,2018-09-11,16,Yes
636,,Male,52,150619,Artist,2,1,Divorce,5,2018-09-11,46,Yes
637,,Male,53,148450,Healthcare,4,0,Custody,4,2018-09-11,14,Yes
447,,Female,63,148594,Entertainment,1,1,Childcare,5,2021-04-24,12,Yes
639,,Male,51,100261,Artist,4,6,Custody,3,2018-09-13,52,Yes
800,,Female,48,138864,Artist,3,6,Childcare,3,2020-11-26,26,Yes
809,,Male,23,144192,Healthcare,0,2,Childcare,3,2021-12-23,18,Yes
1063,,Female,24,118621,Homemaker,3,3,Childcare,4,2021-05-20,44,Yes
643,,Female,63,133765,Artist,4,2,Divorce,4,2018-09-18,6,Yes
644,,Female,46,57677,Lawyer,2,2,Adoption,3,2018-09-20,44,Yes
645,,Female,48,69018,Artist,1,1,Willmaking,5,2018-09-22,20,Yes
646,,Female,36,112358,Artist,1,4,Divorce,4,2018-09-23,45,Yes
647,,Female,43,73845,Artist,4,3,Custody,4,2018-09-24,25,Yes
857,,Male,50,97879,Entertainment,2,4,Childcare,5,2019-05-17,11,Yes
870,,Female,65,93991,Artist,3,2,Childcare,4,2020-01-14,34,Yes
650,,Male,60,89531,Healthcare,2,1,Divorce,5,2018-09-26,16,Yes
651,,Male,28,183783,Healthcare,3,0,Custody,5,2018-09-27,18,Yes
652,,Male,73,118092,Entertainment,1,4,Willmaking,4,2018-09-28,15,Yes
653,,Male,44,83771,Artist,2,3,Willmaking,5,2018-09-29,13,Yes
654,,Female,36,148196,Artist,0,1,Custody,5,2018-09-30,43,Yes
655,,Female,44,140876,Entertainment,1,5,Divorce,4,2018-10-01,51,Yes
656,,Male,38,144242,Entertainment,2,0,Adoption,3,2018-10-01,8,Yes
657,,Male,24,76888,Marketing,1,4,Adoption,3,2018-10-04,31,Yes
658,,Male,30,131742,Entertainment,4,5,Divorce,4,2018-10-05,44,Yes
619,,Male,58,167420,Artist,1,0,Childcare,3,2018-03-07,49,Yes
1273,,Male,59,107409,Artist,1,4,Childcare,5,2021-03-21,48,Yes
661,,Female,37,88960,Entertainment,3,5,Custody,5,2018-10-06,16,Yes
662,,Female,64,116644,Artist,4,6,Willmaking,3,2018-10-07,19,Yes
663,,Female,27,143021,Executive,0,6,Custody,5,2018-10-07,7,Yes
664,,Female,42,161896,Entertainment,0,6,Adoption,4,2018-10-08,37,Yes
665,,Female,54,145679,Lawyer,3,2,Adoption,5,2018-10-09,26,Yes
666,,Female,53,57272,Engineer,0,6,Custody,5,2018-10-09,23,Yes
880,,Female,46,81839,Entertainment,1,0,Childcare,3,2018-01-07,23,Yes
668,,Male,36,71564,Artist,3,5,Divorce,5,2018-10-12,29,Yes
669,,Female,51,104512,Marketing,1,1,Adoption,5,2018-10-12,35,Yes
670,,Male,44,119952,Healthcare,1,4,Adoption,4,2018-10-13,31,Yes
671,,Female,56,122707,Homemaker,4,3,Divorce,5,2018-10-13,26,Yes
672,,Female,41,167197,Doctor,4,3,Willmaking,3,2018-10-15,13,Yes
673,,Female,29,51733,Healthcare,4,6,Custody,4,2018-10-15,37,Yes
674,,Female,27,186116,Healthcare,1,0,Adoption,4,2018-10-16,27,Yes
1414,,Male,37,130431,Healthcare,3,1,Childcare,5,2022-12-06,24,Yes
676,,Male,49,147278,Lawyer,0,1,Custody,3,2018-10-20,11,Yes
677,,Female,44,134677,Healthcare,0,1,Divorce,4,2018-10-22,16,Yes
678,,Female,63,180479,Healthcare,4,1,Divorce,5,2018-10-22,32,Yes
679,,Female,24,187339,Healthcare,1,5,Adoption,5,2018-10-22,50,Yes
680,,Male,43,112783,Artist,3,1,Divorce,4,2018-10-23,24,Yes
681,,Female,48,151176,Healthcare,2,2,Adoption,3,2018-10-23,40,Yes
317,,Male,57,104824,Artist,2,0,Childcare,4,2018-05-11,11,Yes
683,,Female,31,74358,Artist,3,6,Divorce,4,2018-10-24,50,Yes
684,,Male,46,150258,Doctor,4,1,Divorce,5,2018-10-24,43,Yes
685,,Male,42,115832,Artist,2,0,Willmaking,4,2018-10-25,20,Yes
1611,,Female,43,134665,Artist,4,2,Childcare,4,2022-06-06,18,Yes
687,,Female,28,104834,Artist,1,3,Divorce,5,2018-10-26,13,Yes
688,,Male,31,152571,Doctor,4,1,Divorce,4,2018-10-29,15,Yes
689,,Female,43,162287,Engineer,0,4,Divorce,5,2018-10-30,24,Yes
985,,Male,61,91000,Entertainment,0,6,Childcare,4,2016-06-24,15,Yes
691,,Male,39,62925,Engineer,1,5,Custody,5,2018-11-01,16,Yes
692,,Male,57,65257,Doctor,4,4,Adoption,5,2018-11-02,37,Yes
829,,Male,33,160469,Lawyer,0,1,Childcare,3,2022-06-09,20,Yes
694,,Male,40,163783,Healthcare,0,2,Willmaking,3,2018-11-03,18,Yes
695,,Female,37,77709,Artist,3,4,Divorce,4,2018-11-03,10,Yes
